area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,1.0,6685.950413223141,80.9
Plot  Area,Ready To Move,Meenakunte,4,4111.0,4.0,2.0,6081.24543906592,250.0
Super built-up  Area,Ready To Move,Kadugodi,3,1762.0,3.0,3.0,5190.124858115778,91.45
Super built-up  Area,Ready To Move,Jigani,3,1252.0,3.0,3.0,4392.97124600639,55.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,861.0,2.0,1.0,4006.968641114983,34.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1420.0,2.0,1.0,7042.2535211267605,100.0
Plot  Area,Ready To Move,Srirampura,6,1450.0,6.0,0.0,17241.379310344826,250.0
Built-up  Area,Ready To Move,Electronics City Phase 1,3,1490.0,3.0,1.0,5288.5906040268455,78.8
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2.0,1.0,4279.069767441861,46.0
Super built-up  Area,18-Aug,Old Madras Road,3,1425.0,2.0,2.0,6596.491228070176,94.0
Built-up  Area,Ready To Move,Kalena Agrahara,2,1200.0,2.0,1.0,3333.3333333333335,40.0
Super built-up  Area,Ready To Move,Kaggadasapura,3,1280.0,2.0,2.0,4375.0,56.0
Super built-up  Area,Ready To Move,Silver Springs Layout,2,1084.0,2.0,2.0,4612.546125461255,50.0
Super built-up  Area,18-Jul,Chandapura,2,1015.0,2.0,2.0,2549.753694581281,25.88
Super built-up  Area,21-May,Kanakpura Road,2,1017.0,2.0,1.0,5039.331366764995,51.25
Super built-up  Area,Ready To Move,Haralur Road,2,1027.0,2.0,2.0,4284.323271665044,44.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1069.0,2.0,2.0,4209.541627689429,45.0
Super built-up  Area,Ready To Move,Hebbal,2,1349.0,2.0,1.0,7279.466271312083,98.2
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,1005.0,2.0,1.0,4975.124378109453,50.0
Super built-up  Area,Ready To Move,Jakkur,2,1417.0,2.0,3.0,5292.87226534933,75.0
Plot  Area,18-Jan,TC Palaya,3,1475.0,3.0,1.0,6644.067796610169,98.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,2,950.0,2.0,2.0,4947.368421052632,47.0
Super built-up  Area,Ready To Move,RMV 2nd Stage,4,2000.0,4.0,0.0,6000.0,120.0
Plot  Area,Ready To Move,Giri Nagar,3,880.0,3.0,1.0,15909.09090909091,140.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,1863.0,3.0,2.0,5582.393988191089,104.0
Super built-up  Area,Ready To Move,Singasandra,2,1010.0,2.0,1.0,2920.792079207921,29.5
Super built-up  Area,Ready To Move,Kalena Agrahara,3,1425.0,2.0,1.0,4912.2807017543855,70.0
Super built-up  Area,Ready To Move,Vijayanagar,3,1450.0,3.0,0.0,6896.551724137931,100.0
Super built-up  Area,Ready To Move,Kothanur,3,1847.0,3.0,2.0,5684.89442338928,105.0
Super built-up  Area,Ready To Move,AECS Layout,2,1100.0,2.0,3.0,4090.909090909091,45.0
Super built-up  Area,20-Dec,Kanakpura Road,1,525.0,1.0,1.0,4952.380952380952,26.0
Super built-up  Area,Ready To Move,Mallasandra,3,1665.0,3.0,2.0,5705.705705705705,95.0
Super built-up  Area,Ready To Move,Begur,4,1664.0,4.0,3.0,3906.25,65.0
Super built-up  Area,Ready To Move,JP Nagar,3,1850.0,3.0,3.0,8108.108108108108,150.0
Super built-up  Area,Ready To Move,Panathur,2,1438.0,2.0,3.0,6954.102920723227,100.0
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3,1560.0,3.0,3.0,7371.794871794872,115.0
Super built-up  Area,18-Apr,Yelahanka,2,1350.0,2.0,1.0,4114.814814814815,55.55
Super built-up  Area,Ready To Move,Kanakpura Road,3,1550.0,3.0,3.0,4322.580645161291,67.0
Super built-up  Area,18-Apr,Malleshpalya,2,1140.0,2.0,2.0,4078.9473684210525,46.5
Plot  Area,Ready To Move,Srirampura,5,1200.0,5.0,2.0,15000.0,180.0
Super built-up  Area,18-Dec,Kodathi,2,850.0,2.0,2.0,3176.470588235294,27.0
Super built-up  Area,Ready To Move,Whitefield,2,1280.0,2.0,2.0,5859.375,75.0
Built-up  Area,Ready To Move,Munnekollal,2,1170.0,2.0,2.0,4444.444444444444,52.0
Super built-up  Area,Ready To Move,Motappa Layout,2,1113.0,2.0,1.0,4582.210242587601,51.0
Super built-up  Area,Ready To Move,Hennur Road,2,1385.0,2.0,1.0,5999.27797833935,83.09
Super built-up  Area,18-Apr,Electronic City,2,1128.0,2.0,1.0,5762.41134751773,65.0
Plot  Area,Ready To Move,Marathahalli,2,1200.0,2.0,2.0,10666.666666666666,128.0
Plot  Area,Ready To Move,Akshaya Vana,4,1200.0,4.0,3.0,13750.0,165.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2390.0,3.0,2.0,17364.016736401674,415.0
Plot  Area,Ready To Move,Giri Nagar,4,2400.0,4.0,1.0,16666.666666666668,400.0
Super built-up  Area,Ready To Move,Haralur Road,3,1464.0,3.0,2.0,3825.136612021858,56.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2,1200.0,2.0,2.0,4583.333333333333,55.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1200.0,2.0,2.0,4333.333333333333,52.0
Super built-up  Area,Ready To Move,Kaggalipura,3,1150.0,2.0,1.0,4782.608695652174,55.0
Built-up  Area,Ready To Move,Basavanna Nagar,3,1645.0,3.0,2.0,5775.075987841945,95.0
Super built-up  Area,20-Mar,Sarjapur  Road,2,1000.0,2.0,1.0,6700.0,67.0
Plot  Area,Ready To Move,Haralur Road,4,2650.0,4.0,2.0,7471.698113207547,198.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,1192.0,2.0,2.0,6208.053691275168,74.0
Super built-up  Area,Ready To Move,Ulsoor,3,2135.0,3.0,2.0,10070.257611241217,215.0
Super built-up  Area,19-Dec,Whitefield,2,1173.0,2.0,1.0,4944.58653026428,58.0
Built-up  Area,Ready To Move,Uttarahalli,2,1020.0,2.0,2.0,4411.764705882353,45.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,2.0,7367.072389493914,230.0
Super built-up  Area,Ready To Move,Somasundara Palya,3,1600.0,3.0,3.0,4000.0,64.0
Plot  Area,18-Mar,T.C PALYA,2,1200.0,2.0,0.0,6583.333333333333,79.0
Carpet  Area,Ready To Move,Muneshwara Nagar,2,1230.0,2.0,3.0,3902.439024390244,48.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,1250.0,2.0,2.0,3200.0,40.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1325.0,2.0,2.0,5735.8490566037735,76.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1850.0,3.0,1.0,8108.108108108108,150.0
Super built-up  Area,21-Dec,Kanakpura Road,1,525.0,2.0,2.0,4100.952380952381,21.53
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2,1200.0,2.0,2.0,5416.666666666667,65.0
Plot  Area,Ready To Move,Bull Temple Road,3,1350.0,2.0,0.0,10370.37037037037,140.0
Super built-up  Area,18-Jun,Bommasandra,3,1260.0,3.0,1.0,3917.4603174603176,49.36
Super built-up  Area,Ready To Move,Prashanth Nagar,3,1800.0,3.0,0.0,8333.333333333334,150.0
Plot  Area,18-Dec,Suragajakkanahalli,3,11.0,3.0,2.0,672727.2727272727,74.0
Built-up  Area,Ready To Move,Ardendale,2,1100.0,2.0,1.0,3931.818181818182,43.25
Super built-up  Area,Ready To Move,Harlur,2,1508.0,2.0,1.0,5106.100795755968,77.0
Carpet  Area,Ready To Move,Sampigehalli,3,1592.0,3.0,2.0,4711.05527638191,75.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1388.0,2.0,3.0,4106.628242074928,57.0
Super built-up  Area,18-May,Electronic City Phase II,1,630.0,1.0,1.0,4500.0,28.35
Plot  Area,Ready To Move,RMV,3,2000.0,3.0,2.0,18250.0,365.0
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3,1762.0,3.0,1.0,7094.211123723042,125.0
Super built-up  Area,21-Dec,Bagalur Main Road,2,950.0,2.0,2.0,5263.1578947368425,50.0
Super built-up  Area,Ready To Move,Kodihalli,4,3252.0,5.0,3.0,10301.353013530135,335.0
Super built-up  Area,18-Aug,Magadi Road,2,1116.0,2.0,1.0,4480.286738351255,50.0
Super built-up  Area,Ready To Move,Narayanapura,2,1308.0,2.0,2.0,6807.339449541284,89.04
Super built-up  Area,Ready To Move,MS Pallya,3,1200.0,3.0,0.0,7500.0,90.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,4,1500.0,4.0,2.0,15333.333333333334,230.0
Built-up  Area,Ready To Move,Bannerghatta Road,1,500.0,1.0,1.0,3700.0,18.5
Super built-up  Area,Ready To Move,Hennur,2,1075.0,2.0,1.0,4837.209302325581,52.0
Super built-up  Area,18-Mar,Chandapura,1,530.0,1.0,0.0,2200.0,11.66
Built-up  Area,Ready To Move,Bellandur,2,1205.0,2.0,3.0,5477.178423236514,66.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1075.0,2.0,2.0,5581.395348837209,60.0
Built-up  Area,Ready To Move,KR Puram,2,930.0,2.0,2.0,4193.548387096775,39.0
Super built-up  Area,Ready To Move,Balagere,2,1380.0,2.0,1.0,4347.826086956522,60.0
Super built-up  Area,Ready To Move,Hebbal,4,2483.0,5.0,2.0,8538.058799838904,212.0
Built-up  Area,Ready To Move,Kodigehaali,2,1166.0,2.0,2.0,4716.981132075472,55.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1050.0,2.0,1.0,6190.476190476191,65.0
Super built-up  Area,19-Mar,Gopalapura,3,2023.71,3.0,2.0,13588.903548433324,275.0
Super built-up  Area,Ready To Move,Begur Road,2,1200.0,2.0,2.0,3900.0,46.8
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1600.0,2.0,1.0,6750.0,108.0
Super built-up  Area,Ready To Move,Billekahalli,3,1935.0,3.0,2.0,5684.754521963824,110.0
Super built-up  Area,18-May,8th Phase JP Nagar,1,451.0,1.0,0.0,6629.711751662971,29.9
Super built-up  Area,Ready To Move,Electronic City,3,1800.0,3.0,2.0,5277.777777777777,95.0
Super built-up  Area,18-May,Jalahalli,3,1400.0,3.0,0.0,5500.0,77.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1801.0,3.0,2.0,6385.341476957246,115.0
Built-up  Area,Ready To Move,Mahadevpura,2,1451.0,2.0,2.0,6202.618883528601,90.0
Plot  Area,19-Jan,Anekal,2,1200.0,1.0,1.0,3000.0,36.0
Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2.0,2.0,3793.103448275862,44.0
Built-up  Area,Ready To Move,Kengeri,2,1000.0,2.0,1.0,2500.0,25.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,950.0,2.0,1.0,4210.526315789473,40.0
Built-up  Area,20-Dec,"Hoodi Circle,",3,1629.0,3.0,2.0,4849.600982197668,79.0
Built-up  Area,Ready To Move,Vijayanagar,3,1580.0,2.0,0.0,8481.012658227848,134.0
Super built-up  Area,21-Jun,Vijayanagar,3,1826.0,3.0,2.0,6626.506024096386,121.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1245.0,2.0,1.0,7550.2008032128515,94.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1145.0,2.0,2.0,3999.126637554585,45.79
Super built-up  Area,Ready To Move,Sompura,2,825.0,2.0,1.0,4000.0,33.0
Super built-up  Area,18-Aug,Yeshwanthpur,3,1693.0,3.0,3.0,6379.208505611341,108.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1113.27,2.0,2.0,4760.74986301616,53.0
Built-up  Area,Ready To Move,Ashirvad Colony,2,1460.0,2.0,1.0,3972.6027397260273,58.0
Built-up  Area,Ready To Move,Doddathoguru,2,1050.0,2.0,1.0,3047.6190476190477,32.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2,1260.0,2.0,2.0,4365.079365079365,55.0
Super built-up  Area,Ready To Move,K N Extension,6,700.0,3.0,2.0,17142.85714285714,120.0
Built-up  Area,Ready To Move,Hosur Road,2,1656.0,2.0,1.0,7246.376811594203,120.0
Super built-up  Area,Ready To Move,Chandapura,3,1208.0,3.0,1.0,3725.1655629139073,45.0
Super built-up  Area,Ready To Move,Whitefield,3,1910.0,3.0,2.0,8429.319371727748,161.0
Super built-up  Area,Ready To Move,Whitefield,4,3252.0,4.0,1.0,7072.570725707257,230.0
Plot  Area,Ready To Move,Battarahalli,2,1200.0,2.0,1.0,5416.666666666667,65.0
Super built-up  Area,Ready To Move,Gokula Extension,4,1200.0,4.0,1.0,14583.333333333334,175.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1175.0,2.0,1.0,6978.723404255319,82.0
Plot  Area,Ready To Move,Kamakshipalya,2,1000.0,2.0,0.0,16500.0,165.0
Plot  Area,Ready To Move,Bannerghatta Road,4,1200.0,2.0,0.0,10416.666666666666,125.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2390.0,3.0,2.0,17154.81171548117,410.0
Super built-up  Area,19-Jan,Rajaji Nagar,7,12000.0,6.0,3.0,18333.333333333332,2200.0
Plot  Area,Ready To Move,Sultan Palaya,2,550.0,1.0,1.0,11272.727272727272,62.0
Super built-up  Area,Ready To Move,Sanne Amanikere,2,1185.0,2.0,2.0,3206.7510548523205,38.0
Super built-up  Area,Ready To Move,Kengeri,2,750.0,2.0,1.0,5066.666666666667,38.0
Plot  Area,Ready To Move,Mahalakshmi Layout,6,1200.0,7.0,3.0,20833.333333333332,250.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1550.0,3.0,3.0,4161.290322580645,64.5
Built-up  Area,Ready To Move,Amco Colony,3,1760.0,3.0,2.0,5000.0,88.0
Super built-up  Area,Ready To Move,Billekahalli,2,1125.0,2.0,2.0,5511.111111111111,62.0
Plot  Area,Ready To Move,Nagarbhavi,3,1350.0,3.0,2.0,11111.111111111111,150.0
Plot  Area,17-Dec,Anandapura,2,1000.0,2.0,1.0,5500.0,55.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2,1090.0,2.0,2.0,2888.0733944954127,31.48
Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,0.0,5000.0,60.0
Super built-up  Area,Ready To Move,Budigere,3,1991.0,4.0,2.0,5173.279758915118,103.0
Super built-up  Area,18-Oct,Bommasandra,2,1060.0,2.0,1.0,2500.0,26.5
Super built-up  Area,Ready To Move,Ambalipura,2,1105.0,2.0,1.0,6787.330316742082,75.0
Built-up  Area,Ready To Move,Hoodi,2,985.0,2.0,2.0,6802.030456852792,67.0
Plot  Area,Ready To Move,Chandapura,6,1533.0,5.0,3.0,5544.683626875408,85.0
Super built-up  Area,17-Jul,Balagere,3,1590.0,3.0,2.0,4968.553459119496,79.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1120.0,2.0,2.0,4910.714285714285,55.0
Super built-up  Area,Ready To Move,Samethanahalli,2,1069.0,2.0,1.0,5144.9953227315245,55.0
Super built-up  Area,Ready To Move,Marathahalli,3,1933.0,3.0,2.0,7242.628039317124,140.0
Built-up  Area,16-Mar,Hosur Road,2,1194.0,2.0,0.0,5778.894472361809,69.0
Super built-up  Area,Ready To Move,Brookefield,2,1150.0,2.0,3.0,6000.0,69.0
Super built-up  Area,Ready To Move,Yelenahalli,2,1240.0,2.0,2.0,3800.0,47.12
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1419.0,2.0,2.0,3389.7110641296686,48.1
Plot  Area,Ready To Move,7th Phase JP Nagar,8,1200.0,8.0,2.0,20833.333333333332,250.0
Super built-up  Area,Ready To Move,Richmond Town,3,2150.0,4.0,2.0,11162.790697674418,240.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3,1450.0,3.0,2.0,3793.103448275862,55.0
Super built-up  Area,18-Jul,Udayapur Village,3,1630.0,3.0,2.0,4189.57055214724,68.29
Super built-up  Area,Ready To Move,Dasanapura,2,708.0,1.0,1.0,5649.717514124294,40.0
Plot  Area,Ready To Move,Kasavanhalli,3,1000.0,4.0,3.0,11000.0,110.0
Plot  Area,Ready To Move,Whitefield,4,11890.0,4.0,3.0,5887.300252312868,700.0
Super built-up  Area,Ready To Move,Bellandur,2,1250.0,2.0,1.0,6080.0,76.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1400.0,2.0,1.0,6785.714285714285,95.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1670.0,2.0,3.0,3413.1736526946106,57.0
Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3.0,2.0,5714.285714285715,100.0
Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,1.0,5056.980056980057,71.0
Super built-up  Area,Ready To Move,Hoodi,3,1715.0,2.0,2.0,5539.35860058309,95.0
Built-up  Area,18-Apr,Electronic City,1,630.0,1.0,1.0,5500.0,34.65
Super built-up  Area,Ready To Move,Harlur,3,1752.12,3.0,2.0,7704.951715635916,135.0
Super built-up  Area,Ready To Move,Hulimavu,3,1650.0,3.0,2.0,4727.272727272727,78.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295.0,2.0,1.0,4283.397683397683,55.47
Plot  Area,Ready To Move,Giri Nagar,3,1800.0,3.0,2.0,14000.0,252.0
Super built-up  Area,18-Sep,Sarjapur  Road,2,1346.0,2.0,1.0,5500.0,74.03
Plot  Area,Ready To Move,Thippasandra,4,1200.0,4.0,2.0,16666.666666666668,200.0
Super built-up  Area,Ready To Move,Hormavu,2,1150.0,2.0,2.0,4782.608695652174,55.0
Built-up  Area,Ready To Move,Chikkabidarakallu,4,3309.0,4.0,3.0,9821.698398307646,325.0
Super built-up  Area,18-May,Chandapura,3,1190.0,2.0,2.0,2550.4201680672268,30.35
Super built-up  Area,Ready To Move,AECS Layout,3,1620.0,3.0,2.0,6049.382716049383,98.0
Super built-up  Area,18-Apr,Marathahalli,2,950.0,2.0,1.0,4943.1578947368425,46.96
Super built-up  Area,Ready To Move,1 Giri Nagar,11,5000.0,9.0,3.0,7200.0,360.0
Super built-up  Area,Ready To Move,Harlur,3,2450.0,3.0,0.0,4897.959183673469,120.0
Super built-up  Area,18-May,Electronic City Phase II,3,1220.0,2.0,1.0,2887.7049180327863,35.23
Super built-up  Area,Ready To Move,Hoysalanagar,2,850.0,2.0,1.0,3529.4117647058824,30.0
Built-up  Area,Ready To Move,Padmanabhanagar,2,1020.0,2.0,2.0,6176.470588235294,63.0
Built-up  Area,Ready To Move,Chikkalasandra,2,1100.0,2.0,2.0,4545.454545454545,50.0
Super built-up  Area,Ready To Move,Defence Colony,2,1150.0,2.0,2.0,10956.521739130434,126.0
Super built-up  Area,18-Dec,Hebbal,3,1760.0,2.0,2.0,7386.363636363636,130.0
Super built-up  Area,Ready To Move,Ambalipura,3,1800.0,3.0,3.0,6111.111111111111,110.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1070.0,2.0,1.0,5046.728971962617,54.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,1500.0,4.0,2.0,14666.666666666666,220.0
Plot  Area,Ready To Move,Vidyaranyapura,2,1440.0,2.0,0.0,6597.222222222223,95.0
Super built-up  Area,Ready To Move,Amruthahalli,2,900.0,2.0,1.0,4444.444444444444,40.0
Built-up  Area,Ready To Move,ITI Employees Layout,4,1200.0,4.0,1.0,19166.666666666668,230.0
Super built-up  Area,18-May,Whitefield,2,1130.0,2.0,1.0,3730.973451327434,42.16
Super built-up  Area,Ready To Move,Koramangala,2,1320.0,2.0,1.0,12500.0,165.0
Super built-up  Area,19-Jun,Kodigehalli,2,1270.0,2.0,1.0,7716.535433070866,98.0
Built-up  Area,Ready To Move,Patelappa Layout,2,1200.0,2.0,1.0,5166.666666666667,62.0
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4,4800.0,4.0,2.0,4895.833333333333,235.0
Super built-up  Area,Ready To Move,NS Palya,2,1200.0,2.0,1.0,6166.666666666667,74.0
Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2.0,0.0,5400.4305705059205,50.17
Built-up  Area,Ready To Move,RMV 2nd Stage,4,1150.0,4.0,2.0,22608.695652173912,260.0
Plot  Area,Ready To Move,Basavangudi,4,1125.0,4.0,3.0,16000.0,180.0
Plot  Area,Ready To Move,Kenchenahalli,5,500.0,3.0,2.0,13000.0,65.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5,1200.0,5.0,2.0,15833.333333333334,190.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,1464.0,3.0,2.0,3825.136612021858,56.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4,3600.0,4.0,3.0,11111.111111111111,400.0
Plot  Area,Ready To Move,Bank Avenue,4,2000.0,4.0,2.0,4950.0,99.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,1208.0,2.0,1.0,4056.291390728477,49.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1130.0,2.0,2.0,5309.734513274337,60.0
Super built-up  Area,Ready To Move,Surabhi Layout,3,1753.0,3.0,2.0,6845.407872219053,120.0
Super built-up  Area,Ready To Move,Old Madras Road,5,4500.0,7.0,3.0,7488.888888888889,337.0
Plot  Area,Ready To Move,Banjara Layout,3,600.0,3.0,2.0,9666.666666666666,58.0
Super built-up  Area,22-Jun,Hoodi,2,1196.0,2.0,2.0,7894.648829431439,94.42
Built-up  Area,Ready To Move,5th Phase JP Nagar,2,1150.0,3.0,3.0,4565.217391304348,52.5
Super built-up  Area,18-Apr,Electronic City,2,1128.0,2.0,1.0,5585.106382978724,63.0
Super built-up  Area,Ready To Move,Omkar Nagar,2,1000.0,2.0,1.0,5300.0,53.0
Super built-up  Area,Ready To Move,Yelahanka,2,1035.0,2.0,1.0,4347.826086956522,45.0
Built-up  Area,Ready To Move,Kereguddadahalli,2,950.0,2.0,1.0,3368.4210526315787,32.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2.0,1.0,3348.8372093023254,36.0
Super built-up  Area,Ready To Move,Whitefield,2,1040.0,2.0,1.0,4663.461538461538,48.5
Plot  Area,17-Oct,Maragondanahalli,2,720.0,2.0,1.0,6250.0,45.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1511.0,3.0,1.0,6287.22700198544,95.0
Built-up  Area,Ready To Move,Silk Board,3,1300.0,3.0,1.0,4461.538461538462,58.0
Super built-up  Area,19-Dec,Hoodi,3,1545.0,3.0,1.0,4449.838187702266,68.75
Built-up  Area,Ready To Move,Shampura,1,375.0,2.0,0.0,6933.333333333333,26.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,1062.0,2.0,3.0,3578.154425612053,38.0
Super built-up  Area,Ready To Move,Kada Agrahara,2,1115.0,2.0,1.0,3587.4439461883408,40.0
Super built-up  Area,Ready To Move,JP Nagar,2,1000.0,2.0,1.0,3500.0,35.0
Super built-up  Area,17-May,Kambipura,2,883.0,2.0,1.0,5096.262740656852,45.0
Super built-up  Area,19-Apr,Sarjapur  Road,2,1195.0,2.0,1.0,5857.740585774059,70.0
Plot  Area,Ready To Move,BHEL Layout,4,1200.0,3.0,1.0,13750.0,165.0
Built-up  Area,Ready To Move,Medahalli,1,700.0,1.0,0.0,5857.142857142857,41.0
Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,1.0,5377.2070626003215,67.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4,660.0,4.0,2.0,13636.363636363636,90.0
Plot  Area,Ready To Move,Banashankari Stage III,4,8500.0,4.0,2.0,1705.8823529411766,145.0
Super built-up  Area,Ready To Move,Kashi Nagar,4,1600.0,4.0,1.0,5000.0,80.0
Super built-up  Area,18-Dec,Haralur Road,4,2805.0,5.0,3.0,5490.196078431372,154.0
Super built-up  Area,Ready To Move,Begur Road,3,1584.0,3.0,2.0,4103.535353535353,65.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,4,3000.0,5.0,1.0,9166.666666666666,275.0
Built-up  Area,Ready To Move,Hosur Road,3,1175.0,2.0,2.0,4085.1063829787236,48.0
Built-up  Area,19-Jul,"Yemlur, Old Airport Road,",3,1595.0,3.0,2.0,7210.031347962383,115.0
Super built-up  Area,Ready To Move,VHBCS Layout,2,1353.0,2.0,2.0,8130.081300813008,110.0
Super built-up  Area,18-Apr,Electronic City,3,1599.0,3.0,2.0,7817.385866166354,125.0
Super built-up  Area,Ready To Move,Whitefield,2,1150.0,2.0,1.0,6086.95652173913,70.0
Super built-up  Area,17-Dec,Jakkur,4,5230.0,6.0,1.0,8891.013384321224,465.0
Super built-up  Area,Ready To Move,KR Puram,2,1155.0,2.0,2.0,3700.4329004329006,42.74
Built-up  Area,Ready To Move,Ittamadu,1,1200.0,2.0,0.0,7083.333333333333,85.0
Super built-up  Area,18-Jul,Electronic City Phase II,2,1000.0,2.0,1.0,2500.0,25.0
Super built-up  Area,Ready To Move,Thanisandra,4,3000.0,4.0,2.0,4000.0,120.0
Built-up  Area,Ready To Move,Rajiv Nagar,3,1867.0,3.0,1.0,8569.89823245849,160.0
Super built-up  Area,18-Jun,Ramagondanahalli,2,1251.0,2.0,1.0,3756.994404476419,47.0
Super built-up  Area,18-Apr,Gattahalli,2,1028.0,2.0,1.0,4426.070038910506,45.5
Super built-up  Area,Ready To Move,Arekere,2,1222.0,2.0,2.0,3682.4877250409168,45.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1170.0,2.0,1.0,5641.025641025641,66.0
Super built-up  Area,Ready To Move,Hebbal,3,2400.0,4.0,1.0,10208.333333333334,245.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3,1385.0,2.0,2.0,3500.361010830325,48.48
Super built-up  Area,Ready To Move,HSR Layout,2,1372.0,2.0,1.0,4956.268221574344,68.0
Super built-up  Area,Ready To Move,Magadi Road,3,1282.0,2.0,2.0,3822.1528861154447,49.0
