area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Super built-up  Area,Ready To Move,Malleshwaram,1,705.0,1.0,2.0,67.0,13.0027353,77.5703253,0.06869850496893412,0.23949305308364782,0.15889442328317963,0.09434804742875061,0.7781113621069643,0.10958869015145609,0.10851282407423421,0.015784245212288772
Built-up  Area,Ready To Move,Electronic City,2,770.0,1.0,1.0,36.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Hulimavu,2,1242.0,2.0,3.0,51.0,12.8773486,77.6028031,0.026806895487796113,0.7976716289722167,0.5831084669087383,0.03598260592878961,4.107935562671974,0.5924276201088078,0.1467775569961667,0.7046970557706401
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,1700.0,3.0,2.0,155.0,13.050194,77.6075951,0.2845685633313563,0.477835000128998,1.040103295182004,0.20824937902683235,2.4636841182532785,0.4183145183671071,0.41416611397818326,0.3372912693373292
Super built-up  Area,Ready To Move,Thanisandra,3,2144.0,3.0,2.0,145.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,21-Jun,Vijayanagar,3,1704.0,3.0,2.0,110.0,12.9709537,77.5373851,0.16281187862795848,0.047691312375988885,0.09991183778119371,0.09835327346976602,0.002105562150760798,0.24984190361451955,0.06316133283340199,0.17880533627051373
Super built-up  Area,Ready To Move,Electronic City,2,1070.0,2.0,1.0,52.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Built-up  Area,Ready To Move,Electronic City,2,1025.0,2.0,1.0,46.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,KR Puram,2,1277.5,2.0,0.0,56.8,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,2.0,52.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Built-up  Area,18-Dec,Kanakpura Road,4,2250.0,4.0,1.0,110.0,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,Pattandur Agrahara,3,1550.0,2.0,3.0,80.0,12.9876393,77.7377718,6.013664786693334,6.051550438616299,6.396295979323934,5.925267491393691,6.65309866927782,6.225940702779369,6.277588995046656,5.952603810479312
Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,2.0,60.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Super built-up  Area,Ready To Move,Yelahanka,2,1327.0,2.0,2.0,98.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Kothanur,2,1186.0,2.0,2.0,58.0,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,HSR Layout,3,1400.0,3.0,2.0,56.0,12.9116225,77.6388622,0.3759611716593256,0.35961485032924795,0.6471698962586574,0.12946343861979934,1.3318958880897198,0.25760495111802156,0.03088725800340136,0.18818384495991858
Super built-up  Area,Ready To Move,EPIP Zone,2,1285.0,2.0,2.0,82.0,12.9781922,77.7246451,4.423256384810452,4.588961642106565,5.337369505498862,4.70328415296564,5.633191707202154,4.6956976525790495,4.740915709976174,4.407032049692665
Built-up  Area,Ready To Move,Whitefield,2,1225.0,2.0,2.0,47.6,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Whitefield,2,1075.0,2.0,1.0,53.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Kadugodi,3,1260.0,2.0,2.0,54.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Yelahanka,3,1282.0,2.0,2.0,48.7,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Kogilu,3,1909.0,3.0,2.0,88.0,13.1067228,77.6173956,0.36393614036602845,1.2247963413561846,0.801014993780671,0.28275421196105316,2.7683937554523617,1.8603502038334896,1.5784085850688394,1.2500923692268373
Super built-up  Area,Ready To Move,Panathur,2,1359.0,2.0,1.0,87.0,12.9351457,77.7047541,2.874504606630623,3.2021952038097474,4.104634264131934,2.666872910040242,7.775718562986219,3.0763434121921973,3.0290417933650517,2.307142390514006
Plot  Area,Ready To Move,Padmanabhanagar,4,1736.0,6.0,0.0,190.0,12.9181024,77.5576638,0.1605013055038243,0.2009372214714458,0.35169814874105504,0.05931233006321628,1.7564424856127236,0.257997139718875,0.3645459197738734,0.0021722087747825325
Super built-up  Area,20-May,1st Block Jayanagar,4,2850.0,4.0,1.0,428.0,12.9182966,77.5741528,0.4446036669414676,0.2664818072988975,0.7304635717442289,0.062381530127145195,0.3472588964387358,0.4710598374063204,0.34964018090963433,0.3403120129154278
Super built-up  Area,Ready To Move,Kammasandra,3,1595.0,3.0,2.0,65.0,12.8607619,77.7415192,6.66953315596092,7.188291660515432,7.126056553352823,7.265381842842771,7.35749952944106,7.318132190544226,6.8802661014274715,6.6100784725567525
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1475.0,3.0,2.0,78.29,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,Ready To Move,Dasarahalli,2,1295.0,2.0,1.0,65.0,13.0432607,77.5125535,0.727290085394469,0.15439513593137752,0.7709265414083282,0.06007366667790614,0.0,0.6175172167994243,0.10318733108950069,0.2505281537592479
Built-up  Area,Ready To Move,Magadi Road,6,3600.0,6.0,0.0,141.0,12.975608,77.5553564,0.22923050885597707,0.17130996524657877,0.18016900784683,0.12271993398301369,0.0027054036356933676,0.39358766133680007,0.6490848981764942,0.5133806208137643
Super built-up  Area,Ready To Move,Electronic City,1,589.0,1.0,1.0,27.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,18-Dec,Sarjapur  Road,3,1787.0,3.0,2.0,98.29,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1787.0,3.0,2.0,125.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Koramangala,3,1475.0,2.0,3.0,90.0,12.9357366,77.624081,0.2675297796359485,0.20332661142379993,0.39323713217912043,0.11653633393097329,2.1637181977930284,0.11300208101065098,0.10598445702224675,0.25588066266174647
Super built-up  Area,19-Mar,Sarjapur  Road,2,984.0,2.0,1.0,44.28,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,19-Dec,Devanahalli,3,1630.0,2.0,2.0,74.82,13.2483502,77.7134377,6.549289984507282,12.533317570955434,7.979237635066678,4.490923337380172,5.817949607294197,12.97545642311843,9.722288303693707,4.62723928490463
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1080.0,2.0,2.0,72.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Hebbal,3,1900.0,3.0,2.0,119.0,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Super built-up  Area,19-Aug,Dommasandra,2,805.0,2.0,1.0,22.14,12.8777098,77.7534769,7.559905881784172,8.639789829083018,8.840587189271984,8.755515062735391,9.297563494108033,8.78830262572576,8.574053944736821,8.328325163015736
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,56.4,13.1351506,77.7471989,6.857491164327816,8.108285918120092,8.915389404204918,7.533472050036478,11.386405331119738,8.329385531813823,8.90514886228406,6.876895037182255
Built-up  Area,Ready To Move,Electronic City,2,1100.0,2.0,2.0,42.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Kalyan nagar,2,1290.0,2.0,2.0,110.0,13.0221416,77.6403368,0.33138291982677487,0.16947832285403402,0.505654666106061,0.3293062580058338,2.244054604154357,0.19965304261433298,0.32032922915595646,0.15638571026811035
Super built-up  Area,21-Jun,Vijayanagar,3,1933.0,3.0,1.0,129.0,12.9709537,77.5373851,0.16281187862795848,0.047691312375988885,0.09991183778119371,0.09835327346976602,0.002105562150760798,0.24984190361451955,0.06316133283340199,0.17880533627051373
Built-up  Area,Ready To Move,Ramamurthy Nagar,5,3500.0,5.0,2.0,150.0,13.0120218,77.6777817,0.22042386503118858,0.1005038444794736,0.1691032550520365,0.1340673492664106,1.3006772619759457,0.5160412779346294,0.12360393281870569,0.7959661107576899
Super built-up  Area,18-Aug,Chandapura,1,645.0,1.0,1.0,16.45,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,18-Sep,Chandapura,1,645.0,1.0,1.0,16.45,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Plot  Area,Ready To Move,Electronic City,3,1200.0,3.0,1.0,90.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Electronic City,2,910.0,2.0,1.0,40.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Kothanur,3,1577.0,3.0,1.0,70.0,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,OMBR Layout,3,2420.0,3.0,2.0,185.0,13.0082113,77.652778,0.19929682426502868,0.22977949505573797,0.17741688276549603,0.04182160004053635,1.1603623684593551,0.3085630185147627,0.38548612518325504,0.3320301115849267
Super built-up  Area,Ready To Move,Chandapura,2,800.0,1.0,1.0,20.0,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1270.0,2.0,2.0,93.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Plot  Area,Ready To Move,Horamavu Agara,4,1200.0,2.0,0.0,95.0,13.037817,77.6504617,0.3442813017652607,0.8518749091307614,0.7178634840434293,0.0,3.181734190535133,1.2635865830508595,1.3163816747351718,0.5572729207284804
Built-up  Area,Ready To Move,Sarjapur  Road,2,1025.0,2.0,2.0,36.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,17-Jun,Electronic City,2,1108.0,2.0,1.0,63.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Plot  Area,Ready To Move,Ambedkar Nagar,4,2900.0,3.0,2.0,300.0,12.9798531,77.7541055,7.618844472465422,7.773037322706422,8.308337806631547,7.8331780031600395,8.576529376039321,7.853494890178794,7.8968969275397125,7.604519359312771
Super built-up  Area,Ready To Move,Vijayanagar,3,1500.0,3.0,2.0,75.5,12.9709537,77.5373851,0.16281187862795848,0.047691312375988885,0.09991183778119371,0.09835327346976602,0.002105562150760798,0.24984190361451955,0.06316133283340199,0.17880533627051373
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295.0,2.0,2.0,43.9,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Budigere,2,1162.0,2.0,1.0,59.9,13.1351506,77.7471989,6.857491164327816,8.108285918120092,8.915389404204918,7.533472050036478,11.386405331119738,8.329385531813823,8.90514886228406,6.876895037182255
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1035.0,2.0,2.0,49.2,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Built-up  Area,Ready To Move,Attibele,4,1600.0,4.0,0.0,52.8,12.7751249,77.7709216,10.58700821416088,11.493960954391754,11.46406778367029,11.047116780748098,11.410905569351502,12.606869197040096,10.393208551983479,9.396041615014086
Super built-up  Area,18-Oct,Hennur Road,3,1866.0,2.0,2.0,61.58,13.0377061,77.6303636,0.473530847830793,0.3821074170661665,0.5580314319572223,0.35389542583778133,3.552063019933313,0.8905854431412655,0.46861155678275396,0.35016381955358955
Super built-up  Area,Ready To Move,Kalena Agrahara,3,1804.0,3.0,2.0,120.0,12.8658068,77.5911918,0.35160225792598515,0.8962946840071055,0.1257904822159696,0.06985893351805339,4.024084225424872,0.6995801685323361,0.7181445481523089,0.2721988761748449
Super built-up  Area,Ready To Move,Sarjapur,2,913.0,2.0,1.0,32.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Built-up  Area,Ready To Move,Kengeri Satellite Town,2,883.0,2.0,1.0,45.0,12.9229728,77.4842926,0.5062297808577367,0.19799795420148733,0.8896133615391597,0.13004628098036985,0.5939245225932075,0.211344711423997,0.09949190550009841,0.11638266008441121
Super built-up  Area,Ready To Move,Kogilu,3,1664.0,2.0,3.0,73.95,13.1067228,77.6173956,0.36393614036602845,1.2247963413561846,0.801014993780671,0.28275421196105316,2.7683937554523617,1.8603502038334896,1.5784085850688394,1.2500923692268373
Super built-up  Area,Ready To Move,Hegde Nagar,3,2026.0,3.0,2.0,132.0,13.0720352,77.6333905,0.4321527354137623,0.2177405617128841,0.27254484577683974,0.03558517451058777,5.800058696826071,0.8076694115370113,0.5588373906820664,0.44647587898652
Super built-up  Area,Ready To Move,Balagere,2,1210.0,2.0,1.0,80.9,12.9377243,77.7280705,5.148120307218187,5.718074927553252,6.531544402098053,5.190122890314537,8.810653177099297,5.369814016765573,5.5412592352741585,4.844837452546572
Super built-up  Area,Ready To Move,Kadugodi,3,1762.0,3.0,3.0,91.45,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Jigani,3,1252.0,3.0,3.0,55.0,12.7756195,77.6324661,1.2586779069311487,0.5147028168435271,2.5487510934900977,1.270089739104719,7.962301260589014,5.8036422686620615,3.689959640928622,1.2306760308695
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1420.0,2.0,1.0,100.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Built-up  Area,Ready To Move,Electronics City Phase 1,3,1490.0,3.0,1.0,78.8,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,18-Aug,Old Madras Road,3,1425.0,2.0,2.0,94.0,12.9834863,77.6390581,0.336168654403438,0.13781040421890034,0.15307310551055597,0.02605630064540778,0.574687778591348,0.6324826903869277,0.16422540024000412,0.2969863725121603
Built-up  Area,Ready To Move,Kalena Agrahara,2,1200.0,2.0,1.0,40.0,12.8658068,77.5911918,0.35160225792598515,0.8962946840071055,0.1257904822159696,0.06985893351805339,4.024084225424872,0.6995801685323361,0.7181445481523089,0.2721988761748449
Super built-up  Area,Ready To Move,Kaggadasapura,3,1280.0,2.0,2.0,56.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,18-Jul,Chandapura,2,1015.0,2.0,2.0,25.88,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,21-May,Kanakpura Road,2,1017.0,2.0,1.0,51.25,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
